"stop_outcome","ticket_count","warning_count","stop_district","stop_duration_mins","person_searched","property_searched","traffic_involved","gender","ethnicity","age","primary_stop_reason","day_of_week","time_category"
"Ticket",0,0,"4D",20,"0","0","1","Male","Hispanic/Latino",44,"call for service","Wed","Night"
"Ticket",0,0,"4D",5,"0","0","1","Female","Black",43,"officer initiated","Tue","Night"
"Ticket",0,0,"2D",45,"0","0","1","Male","White",25,"call for service","Wed","Night"
"Ticket",0,0,"4D",10,"0","0","1","Male","Black",50,"officer initiated","Tue","Night"
"Ticket",0,0,"3D",10,"0","0","1","Female","Black",29,"officer initiated","Tue","Night"
"Ticket",0,0,"4D",10,"0","0","1","Male","Black",34,"officer initiated","Tue","Night"
"Ticket",0,0,"6D",10,"0","0","1","Male","Black",32,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"5D",10,"0","0","1","Male","Hispanic/Latino",37,"officer initiated","Tue","Morning"
"Ticket",0,0,"2D",10,"0","0","1","Female","Black",NA,"officer initiated","Tue","Night"
"Warning",0,0,"1D",5,"0","0","1","Male","Black",23,"officer initiated","Tue","Night"
"Ticket",0,0,"1D",10,"0","0","1","Female","Black",53,"officer initiated","Tue","Afternoon"
"Warning",0,0,"4D",5,"0","0","1","Male","Black",22,"officer initiated","Tue","Night"
"Ticket",0,0,"2D",5,"0","0","1","Male","Black",52,"officer initiated","Tue","Afternoon"
"Warning",0,0,"5D",10,"0","0","1","Male","Black",30,"officer initiated","Tue","Morning"
"Ticket",0,0,"3D",10,"0","0","1","Male","Unknown",43,"officer initiated","Tue","Night"
"Ticket",0,0,"3D",10,"0","0","1","Male","Black",31,"officer initiated","Tue","Night"
"Warning",0,0,"3D",5,"0","0","1","Unknown","Unknown",NA,"responding to bolo","Tue","Morning"
"Warning",0,0,"5D",10,"0","0","1","Female","Black",86,"officer initiated","Tue","Afternoon"
"Warning",0,0,"1D",10,"0","0","1","Male","Black",64,"officer initiated","Wed","Night"
"Warning",0,0,"5D",5,"0","0","1","Female","Black",47,"officer initiated","Tue","Morning"
"Ticket",0,0,"5D",20,"0","0","1","Female","Black",23,"call for service","Tue","Afternoon"
"Ticket",0,0,"7D",10,"0","0","1","Male","Black",41,"officer initiated","Tue","Night"
"Ticket",0,0,"4D",5,"0","0","1","Male","Black",62,"officer initiated","Tue","Night"
"Ticket",0,0,"5D",5,"0","0","1","Female","White",76,"officer initiated","Tue","Afternoon"
"Warning",0,0,"4D",5,"0","0","1","Female","Black",31,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"5D",10,"0","0","1","Male","Black",35,"officer initiated","Tue","Morning"
"Ticket",0,0,"1D",5,"0","0","1","Female","Black",35,"officer initiated","Tue","Night"
"Ticket",0,0,"4D",10,"0","0","1","Male","Black",36,"officer initiated","Tue","Night"
"Ticket",0,0,"4D",5,"0","0","1","Male","Black",38,"officer initiated","Tue","Night"
"Ticket",0,0,"4D",5,"0","0","1","Male","Hispanic/Latino",42,"officer initiated","Tue","Night"
"Ticket",0,0,"4D",10,"0","0","1","Male","Black",59,"officer initiated","Tue","Evening"
"Ticket",0,0,"5D",15,"0","0","1","Female","Black",26,"officer initiated","Tue","Evening"
"Warning",0,0,"4D",5,"0","0","1","Male","Unknown",40,"officer initiated","Tue","Night"
"Warning",0,0,"5D",10,"0","0","1","Male","Black",46,"officer initiated","Tue","Afternoon"
"Warning",0,0,"3D",5,"0","0","1","Male","Unknown",50,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"3D",5,"0","0","1","Male","Black",31,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"4D",5,"0","0","1","Male","White",36,"officer initiated","Tue","Night"
"Ticket",0,0,"4D",10,"0","0","1","Male","Black",24,"officer initiated","Tue","Night"
"Warning",0,0,"4D",10,"0","0","1","Female","Black",32,"officer initiated","Tue","Night"
"Ticket",0,0,"4D",10,"0","0","1","Male","Hispanic/Latino",36,"officer initiated","Tue","Night"
"Ticket",0,0,"5D",5,"0","0","1","Female","Unknown",31,"officer initiated","Tue","Morning"
"Ticket",0,0,"2D",5,"0","0","1","Male","Hispanic/Latino",50,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"4D",10,"0","0","1","Male","Hispanic/Latino",41,"officer initiated","Tue","Evening"
"Ticket",0,0,"5D",10,"0","0","1","Male","Black",63,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"5D",5,"0","0","1","Female","Black",52,"officer initiated","Tue","Morning"
"Ticket",0,0,"5D",10,"0","0","1","Female","Black",61,"officer initiated","Tue","Morning"
"Warning",0,0,"3D",15,"0","0","1","Male","Black",27,"officer initiated","Tue","Evening"
"Ticket",0,0,"2D",10,"0","0","1","Male","Unknown",27,"officer initiated","Tue","Night"
"Ticket",0,0,"4D",5,"0","0","1","Female","Black",52,"officer initiated","Tue","Night"
"Ticket",0,0,"2D",20,"0","0","1","Female","White",34,"call for service","Tue","Afternoon"
"Ticket",0,0,"4D",5,"0","0","1","Male","Hispanic/Latino",70,"officer initiated","Tue","Night"
"Warning",0,0,"5D",10,"0","0","1","Male","White",32,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"5D",10,"0","0","1","Male","Black",27,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"5D",10,"0","0","1","Female","Black",65,"officer initiated","Tue","Morning"
"Ticket",0,0,"4D",5,"0","0","1","Male","Black",51,"officer initiated","Tue","Night"
"Ticket",0,0,"5D",10,"0","0","1","Male","Hispanic/Latino",57,"officer initiated","Tue","Morning"
"Ticket",0,0,"2D",10,"0","0","1","Male","Black",NA,"officer initiated","Tue","Evening"
"Ticket",0,0,"2D",5,"0","0","1","Male","Unknown",51,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"4D",10,"0","0","1","Male","Black",36,"officer initiated","Tue","Night"
"Warning",0,0,"4D",5,"0","0","1","Male","Hispanic/Latino",54,"officer initiated","Tue","Evening"
"Ticket",0,0,"2D",5,"0","0","1","Male","Asian",36,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"4D",10,"0","0","1","Male","Black",30,"officer initiated","Tue","Night"
"Ticket",0,0,"4D",5,"0","0","1","Female","Black",28,"officer initiated","Tue","Night"
"Warning",0,0,"7D",10,"0","0","1","Male","Black",48,"officer initiated","Tue","Morning"
"Ticket",0,0,"3D",10,"0","0","1","Female","Black",29,"officer initiated","Tue","Night"
"Ticket",0,0,"4D",10,"0","0","1","Male","White",31,"officer initiated","Tue","Evening"
"Warning",0,0,"NA",5,"0","0","1","Female","Black",51,"officer initiated","Tue","Morning"
"Ticket",0,0,"NA",15,"0","0","1","Male","Black",18,"officer initiated","Tue","Evening"
"Warning",0,0,"NA",25,"0","0","1","Male","Black",29,"officer initiated","Tue","Night"
"Warning",0,0,"NA",5,"0","0","1","Male","Unknown",60,"officer initiated","Tue","Morning"
"Ticket",0,0,"NA",15,"0","0","1","Female","Black",NA,"call for service","Tue","Night"
"Warning",0,0,"NA",5,"0","0","1","Female","White",30,"officer initiated","Tue","Morning"
"No Action",0,0,"4D",31,"0","0","0","Male","Black",25,"responding to individual's actions","Wed","Night"
"No Action",0,0,"4D",31,"0","0","0","Male","Black",NA,"responding to individual's actions","Wed","Night"
"Arrest",0,0,"7D",30,"0","0","0","Male","Black",36,"call for service","Wed","Night"
"No Action",0,0,"3D",31,"0","0","0","Female","Black",62,"responding to individual's actions","Wed","Morning"
"Arrest",0,0,"6D",65,"0","0","0","Male","Black",21,"call for service","Wed","Night"
"Arrest",0,0,"5D",47,"1","0","1","Male","Black",26,"responding to bolo","Wed","Morning"
"No Action",0,0,"7D",195,"1","0","0","Female","Black",16,"call for service","Wed","Morning"
"Arrest",0,0,"7D",1,"0","0","0","Female","Black",20,"warrant/court order","Wed","Morning"
"No Action",0,0,"7D",5,"1","0","0","Male","Black",15,"call for service","Wed","Morning"
"No Action",0,0,"1D",50,"0","0","0","Male","Black",44,"call for service","Wed","Morning"
"Arrest",0,0,"3D",10,"0","0","0","Female","Black",33,"responding to individual's actions","Wed","Morning"
"No Action",0,0,"7D",5,"1","0","0","Female","Black",14,"call for service","Wed","Morning"
"No Action",0,0,"7D",5,"1","0","0","Male","Black",15,"call for service","Wed","Morning"
"No Action",0,0,"7D",5,"1","0","0","Female","Black",13,"call for service","Wed","Morning"
"No Action",0,0,"7D",5,"1","0","0","Female","Black",14,"call for service","Wed","Morning"
"Arrest",0,0,"5D",5,"0","0","0","Male","Black",23,"warrant/court order","Wed","Afternoon"
"Arrest",0,0,"1D",1,"1","0","0","Male","Black",37,"warrant/court order","Wed","Morning"
"No Action",0,0,"1D",135,"1","1","0","Male","Hispanic/Latino",28,"warrant/court order","Wed","Morning"
"No Action",0,0,"1D",75,"1","1","0","Male","Black",17,"warrant/court order","Wed","Morning"
"No Action",0,0,"1D",135,"1","1","0","Male","Hispanic/Latino",33,"warrant/court order","Wed","Morning"
"Arrest",0,0,"1D",75,"1","0","0","Male","Hispanic/Latino",17,"warrant/court order","Wed","Morning"
"Arrest",0,0,"4D",10,"0","0","0","Male","Black",39,"responding to bolo","Wed","Morning"
"Arrest",0,0,"1D",1,"0","0","0","Male","Black",26,"warrant/court order","Wed","Afternoon"
"No Action",0,0,"6D",60,"1","0","0","Female","Black",15,"warrant/court order","Wed","Morning"
"Arrest",0,0,"6D",5,"1","1","0","Male","Black",16,"warrant/court order","Wed","Morning"
"Arrest",0,0,"6D",30,"1","0","0","Male","Multiple",16,"warrant/court order","Wed","Morning"
"Arrest",0,0,"6D",60,"0","1","0","Female","Black",32,"warrant/court order","Wed","Morning"
"No Action",0,0,"7D",88,"1","1","0","Male","Black",23,"warrant/court order","Wed","Morning"
"No Action",0,0,"7D",88,"1","1","0","Female","Black",23,"warrant/court order","Wed","Morning"
"Arrest",0,0,"7D",1,"1","0","0","Male","Black",23,"warrant/court order","Wed","Morning"
"Arrest",0,0,"6D",3,"0","0","0","Female","Black",31,"warrant/court order","Wed","Afternoon"
"Arrest",0,0,"6D",30,"0","0","1","Male","Black",46,"call for service","Wed","Afternoon"
"Arrest",0,0,"1D",9,"0","0","0","Male","Black",21,"responding to bolo","Wed","Afternoon"
"Arrest",0,0,"3D",60,"0","0","0","Male","Black",37,"call for service","Wed","Afternoon"
"Arrest",0,0,"6D",10,"0","0","0","Male","Black",33,"call for service","Wed","Morning"
"No Action",0,0,"3D",5,"0","0","0","Male","Black",19,"demeanor during a field contact","Wed","Afternoon"
"No Action",0,0,"3D",10,"0","0","0","Female","Hispanic/Latino",14,"demeanor during a field contact","Wed","Afternoon"
"No Action",0,0,"3D",7,"0","0","0","Male","Hispanic/Latino",18,"demeanor during a field contact","Wed","Afternoon"
"No Action",0,0,"3D",10,"0","0","0","Male","Hispanic/Latino",12,"demeanor during a field contact","Wed","Afternoon"
"No Action",0,0,"3D",5,"0","0","0","Female","Hispanic/Latino",13,"demeanor during a field contact","Wed","Afternoon"
"Arrest",0,0,"4D",21,"1","0","0","Male","Black",46,"call for service","Wed","Afternoon"
"Arrest",0,0,"6D",1,"0","0","0","Female","Black",16,"warrant/court order","Wed","Evening"
"Arrest",0,0,"3D",15,"0","0","0","Female","Black",30,"call for service","Wed","Afternoon"
"No Action",0,0,"4D",15,"0","0","0","Female","White",62,"responding to individual's actions","Wed","Afternoon"
"Arrest",0,0,"3D",15,"0","0","0","Female","White",30,"call for service","Wed","Evening"
"Arrest",0,0,"1D",1,"0","0","1","Male","Black",53,"traffic response","Wed","Evening"
"No Action",0,0,"7D",21,"1","1","0","Male","Black",27,"call for service","Wed","Afternoon"
"Arrest",0,0,"3D",5,"0","0","0","Female","Black",39,"call for service","Wed","Evening"
"Arrest",0,0,"6D",7,"0","0","0","Female","Asian",17,"call for service","Wed","Evening"
"Arrest",0,0,"2D",28,"0","0","1","Male","Hispanic/Latino",27,"information obtained from law enforcement sources","Wed","Night"
"Arrest",0,0,"7D",1,"0","0","0","Male","Black",25,"warrant/court order","Wed","Evening"
"Arrest",0,0,"6D",19,"0","0","0","Female","Black",33,"call for service","Wed","Night"
"No Action",0,0,"7D",40,"0","0","0","Female","Black",66,"call for service","Wed","Evening"
"No Action",0,0,"7D",40,"0","0","0","Female","Black",20,"call for service","Wed","Evening"
"No Action",0,0,"1D",25,"0","0","0","Male","Black",36,"information obtained from law enforcement sources","Wed","Night"
"Arrest",0,0,"4D",19,"0","0","1","Male","Black",58,"call for service","Wed","Night"
"No Action",0,0,"4D",10,"0","0","0","Male","Black",18,"responding to individual's actions","Wed","Night"
"Arrest",0,0,"7D",10,"1","0","0","Male","Black",33,"responding to bolo","Wed","Night"
"Arrest",0,0,"5D",25,"0","0","0","Male","Black",28,"call for service","Wed","Night"
"Arrest",0,0,"5D",35,"0","0","0","Male","Black",60,"responding to individual's actions","Wed","Night"
"No Action",0,0,"5D",35,"0","0","0","Female","Black",36,"responding to individual's actions","Wed","Night"
"Arrest",0,0,"5D",35,"0","0","0","Female","Black",47,"call for service","Wed","Night"
"Arrest",0,0,"4D",15,"0","0","1","Male","Black",26,"traffic response","Wed","Night"
"No Action",0,0,"1D",8,"0","0","0","Male","Black",54,"responding to individual's actions","Wed","Evening"
"No Action",0,0,"6D",20,"0","1","0","Female","Black",19,"information obtained from witnesses or informants","Wed","Night"
"No Action",0,0,"6D",20,"0","1","0","Female","Black",22,"information obtained from witnesses or informants","Wed","Night"
"No Action",0,0,"6D",180,"1","0","0","Male","Black",31,"responding to bolo","Wed","Evening"
"Arrest",0,0,"2D",5,"0","0","0","Male","Black",31,"responding to bolo","Wed","Night"
"No Action",0,0,"6D",23,"0","0","0","Male","Black",26,"officer initiated","Wed","Night"
"No Action",0,0,"6D",30,"0","1","0","Male","Black",33,"officer initiated","Wed","Night"
"No Action",0,0,"1D",10,"1","0","0","Male","Black",36,"responding to bolo","Wed","Evening"
"No Action",0,0,"1D",10,"1","0","0","Male","Black",37,"responding to bolo","Wed","Evening"
"No Action",0,0,"6D",2,"1","0","0","Male","Black",19,"responding to individual's actions","Wed","Night"
"No Action",0,0,"6D",2,"1","0","0","Male","Black",27,"responding to individual's actions","Wed","Night"
"No Action",0,0,"6D",71,"1","0","0","Male","Black",18,"responding to bolo","Wed","Night"
"No Action",0,0,"6D",71,"1","0","0","Male","Black",18,"responding to bolo","Wed","Night"
"No Action",0,0,"6D",71,"1","0","0","Male","Black",38,"responding to bolo","Wed","Night"
"No Action",0,0,"5D",7,"0","0","0","Male","Hispanic/Latino",23,"traffic response","Thu","Night"
"No Action",0,0,"5D",7,"0","0","0","Female","Hispanic/Latino",26,"traffic response","Thu","Night"
"Arrest",0,0,"6D",10,"0","0","0","Male","Black",14,"warrant/court order","Thu","Night"
"No Action",0,0,"3D",8,"0","0","0","Female","Black",33,"traffic response","Thu","Night"
"Arrest",0,0,"3D",30,"0","0","1","Male","Black",37,"traffic response","Thu","Night"
"Arrest",0,0,"5D",50,"1","0","0","Female","Black",26,"call for service","Thu","Night"
"Arrest",0,0,"5D",50,"1","0","0","Male","Black",29,"call for service","Thu","Night"
"Arrest",0,0,"6D",10,"0","0","0","Male","Black",14,"officer initiated","Thu","Night"
"No Action",0,0,"3D",15,"1","0","0","Male","Hispanic/Latino",30,"call for service","Thu","Night"
"Arrest",0,0,"5D",7,"0","0","1","Male","Multiple",31,"traffic response","Thu","Night"
"Arrest",0,0,"7D",21,"0","0","0","Male","Black",64,"officer initiated","Thu","Night"
"Arrest",0,0,"7D",50,"1","0","0","Male","Black",43,"call for service","Thu","Night"
"Arrest",0,0,"6D",15,"0","0","0","Male","Black",27,"call for service","Thu","Night"
"No Action",0,0,"7D",10,"0","0","0","Female","Black",12,"responding to individual's actions","Thu","Night"
"No Action",0,0,"2D",30,"0","0","0","Male","Black",55,"call for service","Thu","Night"
"No Action",0,0,"7D",5,"0","0","0","Female","Black",27,"responding to individual's actions","Thu","Night"
"No Action",0,0,"5D",44,"0","0","0","Male","Black",46,"call for service","Thu","Night"
"No Action",0,0,"4D",10,"1","1","0","Male","Black",35,"traffic response","Thu","Night"
"No Action",0,0,"6D",5,"1","0","0","Male","Black",30,"responding to bolo","Wed","Night"
"No Action",0,0,"7D",10,"1","0","0","Male","Black",13,"responding to individual's actions","Wed","Evening"
"Ticket",0,0,"4D",10,"0","0","1","Female","Unknown",44,"officer initiated","Wed","Night"
"Ticket",0,0,"5D",20,"0","0","1","Male","Black",NA,"call for service","Wed","Night"
"No Action",0,0,"3D",30,"0","0","1","Male","Unknown",31,"officer initiated","Wed","Morning"
"Ticket",0,0,"3D",60,"0","0","1","Female","Black",NA,"call for service","Wed","Night"
"Warning",0,0,"2D",7,"0","0","1","Female","Unknown",26,"officer initiated","Wed","Afternoon"
"Ticket",0,0,"4D",10,"0","0","1","Female","Black",49,"officer initiated","Wed","Night"
"Ticket",0,0,"4D",5,"0","0","1","Female","Black",65,"officer initiated","Wed","Night"
"Ticket",0,0,"4D",10,"0","0","1","Female","Black",39,"officer initiated","Wed","Night"
"Ticket",0,0,"5D",5,"0","0","1","Female","Black",40,"officer initiated","Wed","Night"
"Warning",0,0,"5D",5,"0","0","1","Female","Black",53,"officer initiated","Wed","Night"
"Warning",0,0,"4D",10,"0","0","1","Female","Black",35,"officer initiated","Wed","Night"
"Ticket",0,0,"4D",5,"0","0","1","Male","Black",38,"officer initiated","Wed","Night"
"Ticket",0,0,"4D",5,"0","0","1","Male","White",61,"officer initiated","Wed","Night"
"Ticket",0,0,"4D",10,"0","0","1","Male","Black",49,"officer initiated","Wed","Night"
"Ticket",0,0,"1D",45,"0","0","1","Female","Black",NA,"call for service","Wed","Night"
"Ticket",0,0,"1D",10,"0","0","1","Male","Black",48,"officer initiated","Wed","Afternoon"
"Ticket",0,0,"4D",15,"0","0","1","Female","Black",54,"call for service","Thu","Night"
"Warning",0,0,"4D",5,"0","0","1","Female","Black",32,"officer initiated","Wed","Night"
"Ticket",0,0,"4D",10,"0","0","1","Male","Black",49,"officer initiated","Wed","Night"
"Warning",0,0,"4D",5,"0","0","1","Female","Black",89,"officer initiated","Wed","Night"
"Ticket",0,0,"4D",5,"0","0","1","Female","White",45,"officer initiated","Wed","Night"
"Ticket",0,0,"3D",10,"0","0","1","Female","Unknown",42,"officer initiated","Wed","Night"
"Warning",0,0,"3D",10,"0","0","1","Male","White",49,"officer initiated","Wed","Night"
"Ticket",0,0,"4D",5,"0","0","1","Male","Black",42,"officer initiated","Wed","Night"
"Ticket",0,0,"1D",10,"0","0","1","Male","Black",40,"officer initiated","Wed","Evening"
"Ticket",0,0,"3D",10,"0","0","1","Male","Black",30,"officer initiated","Wed","Night"
"Ticket",0,0,"5D",5,"0","0","1","Female","Black",69,"officer initiated","Wed","Afternoon"
"Ticket",0,0,"1D",10,"0","0","1","Male","Black",30,"officer initiated","Wed","Night"
"Warning",0,0,"4D",10,"0","0","1","Male","Black",42,"officer initiated","Wed","Morning"
"Ticket",0,0,"4D",10,"0","0","1","Male","Black",32,"officer initiated","Wed","Night"
"Warning",0,0,"2D",5,"0","0","1","Male","Black",29,"officer initiated","Wed","Evening"
"Ticket",0,0,"1D",5,"0","0","1","Male","Black",64,"officer initiated","Wed","Evening"
"Ticket",0,0,"4D",10,"0","0","1","Female","Black",51,"officer initiated","Wed","Night"
"Ticket",0,0,"7D",20,"0","0","1","Male","Black",NA,"traffic response","Thu","Night"
"Warning",0,0,"3D",16,"0","0","1","Female","Black",27,"officer initiated","Wed","Morning"
"Ticket",0,0,"4D",30,"0","0","1","Female","Black",32,"call for service","Wed","Afternoon"
